Protein Id,Gene Symbol,Description,Group ID,Number of peptides,Collapsed,Parsimony,FC_0h,FC_4h,FC_6h,FC_12h,pvalue_ttest_12h_vs_0h
YOR074C,CDC21,"Thymidylate synthase, required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S",1730,13,C,UR,1,0.971593824,0.938086535,0.916266736,0.112123293
YLR327C,TMA10,Protein of unknown function that associates with ribosomes; putative homolog of the F1F0-ATPase synthase regulator Stf2p,3106,8,C,UR,1,0.444649112,1.654789328,1.465984471,0.112302046
YER029C,SMB1,"Core Sm protein Sm B; part of heteroheptameric complex (with Smd1p, Smd2p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm B and Sm B'",2894,1,C,UR,1,0.91805258,0.964236101,1.118057797,0.112557908
YDR318W,MCM21,"Protein involved in minichromosome maintenance; component of the COMA complex (Ctf19p, Okp1p, Mcm21p, Ame1p) that bridges kinetochore subunits that are in contact with centromeric DNA and the subunits bound to microtubules",3530,1,C,UR,1,0.794897352,0.81732601,0.821284617,0.112665013
YJR040W,GEF1,"Voltage-gated chloride channel localized to the golgi, the endosomal system, and plasma membrane, and involved in cation homeostasis; highly homologous to vertebrate voltage-gated chloride channels",1418,1,C,UR,1,1.06608592,1.035486069,1.194944956,0.113151173
YGR145W,ENP2,"Essential nucleolar protein, required for biogenesis of the small ribosomal subunit; contains WD repeats, interacts with Mpp10p and Bfr2p, and has homology to Spb1p",1458,9,C,UR,1,1.364568541,1.127807249,0.923214959,0.114249153
YDR312W,SSF2,"Protein required for ribosomal large subunit maturation, functionally redundant with Ssf1p; member of the Brix family",2591,3,C,UR,1,1.997623051,1.635521638,1.320589366,0.115275554
YLR369W,SSQ1,"Mitochondrial hsp70-type molecular chaperone, required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis, and for maturation of Yfh1p, which is a homolog of human frataxin implicated in Friedreich's ataxia",1025,15,C,UR,1,0.836359325,0.996330251,1.125059556,0.11598727
YIL105C,SLM1,"Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; phosphorylated by the TORC2 complex",2096,7,C,UR,1,0.857254427,0.855517644,0.895135056,0.116191603
YGL248W,PDE1,"Low-affinity cyclic AMP phosphodiesterase, controls glucose and intracellular acidification-induced cAMP signaling, target of the cAMP-protein kinase A (PKA) pathway; glucose induces transcription and inhibits translation",3084,4,C,UR,1,0.562281251,0.71277406,0.862533029,0.116816089
YOL049W,GSH2,"Glutathione synthetase, catalyzes the ATP-dependent synthesis of glutathione (GSH) from gamma-glutamylcysteine and glycine; induced by oxidative stress and heat shock",1091,19,C,UR,1,0.807106864,0.902737993,0.930530872,0.116919544
YDR207C,UME6,"Key transcriptional regulator of early meiotic genes, binds URS1 upstream regulatory sequence, couples metabolic responses to nutritional cues with initiation and progression of meiosis, forms complex with Ime1p, and also with Sin3p-Rpd3p",1329,3,C,UR,1,0.860812762,0.828537398,0.848385285,0.117216553
YMR173W,DDR48,"DNA damage-responsive protein, expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS",401,5,C,UR,1,0.558416008,0.855365709,1.205045074,0.117413355
YOR385W,YOR385W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YOR385W is not an essential gene,3599,1,C,UR,1,1.152585014,1.249277315,1.342169216,0.117518549
YJL153C,INO1,"Inositol-3-phosphate synthase, involved in synthesis of inositol phosphates and inositol-containing phospholipids; transcription is coregulated with other phospholipid biosynthetic genes by Ino2p and Ino4p, which bind the UASINO DNA element",1054,14,C,UR,1,1.079694825,1.159960712,1.181435001,0.117753573
YPL184C,MRN1,"RNA-binding protein proposed to be involved in translational regulation; binds specific categories of mRNAs, including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES)",354,8,C,UR,1,1.392930125,1.256426845,1.07236745,0.11780222
YBR280C,SAF1,F-Box protein involved in proteasome-dependent degradation of Aah1p during entry of cells into quiescence; interacts with Skp1,1768,4,C,UR,1,0.759374764,0.946802653,1.184173309,0.117858914
YLR393W,ATP10,"Mitochondrial inner membrane protein required for assembly of the F0 sector of mitochondrial F1F0 ATP synthase, interacts genetically with ATP6",3651,1,C,UR,1,1.198392013,0.964273161,1.206718075,0.117888183
YML105C,SEC65,"Subunit of the signal recognition particle (SRP), involved in protein targeting to the ER; interacts with Srp54p; homolog of mammalian SRP19",1512,14,C,UR,1,1.055775691,1.001823508,0.930040373,0.117915366
YLR177W,YLR177W,Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; YLR177W is not an essential gene,871,4,C,UR,1,0.890428928,0.998393802,1.170778769,0.118362871
YPR031W,NTO1,Subunit of the NuA3 histone acetyltransferase complex that acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3,2363,2,C,UR,1,1.543086206,1.346477265,1.507739405,0.118769297
YDL105W,NSE4,Nuclear protein that plays a role in the function of the Smc5p-Rhc18p complex,3737,1,C,UR,1,1.019659414,0.835801505,0.796891538,0.119218603
YGL084C,GUP1,Plasma membrane protein involved in remodeling GPI anchors; member of the MBOAT family of putative membrane-bound O-acyltransferases; proposed to be involved in glycerol transport,1593,1,C,UR,1,2.161640118,1.951758591,1.484732525,0.119728809
YLR022C,SDO1,Essential protein involved in 60S ribosome maturation; ortholog of the human protein (SBDS) responsible for autosomal recessive Shwachman-Bodian-Diamond Syndrome; highly conserved across archae and eukaryotes,1496,2,C,UR,1,0.893600325,0.873208303,0.757717875,0.120010803
YKL027W,YKL027W,"Protein of unknown function, localized to the mitochondrial outer membrane",2241,8,C,UR,1,1.314743653,1.142387289,1.09596443,0.120376075
YBR065C,ECM2,"Pre-mRNA splicing factor, facilitates the cooperative formation of U2/U6 helix II in association with stem II in the spliceosome, function may be regulated by Slu7p",1882,3,C,UR,1,1.11019995,0.976345926,1.118738766,0.120789788
YGR173W,RBG2,Protein with a role in translation; forms a complex with Gir2p; has similarity to mammalian developmentally regulated GTP-binding protein,1300,11,C,UR,1,1.186959212,1.124344601,1.099291669,0.120922319
YPL076W,GPI2,"Protein involved in the synthesis of N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI), the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; homologous to the human PIG-C protein",3842,1,C,UR,1,2.695435206,1.922045639,1.397133077,0.121504622
YJR066W,TOR1,"PIK-related protein kinase and rapamycin target; subunit of TORC1, a complex that controls growth in response to nutrients by regulating translation, transcription, ribosome biogenesis, nutrient transport and autophagy; involved in meiosis",3335,1,C,UR,1,1.762759352,1.362528548,1.305042361,0.121728279
YPL108W,YPL108W,Cytoplasmic protein of unknown function; non-essential gene that is induced in a GDH1 deleted strain with altered redox metabolism; GFP-fusion protein is induced in response to the DNA-damaging agent MMS,3121,2,C,UR,1,1.208107625,1.191253809,1.30281576,0.122352514
YGL236C,MTO1,"Mitochondrial protein, forms a heterodimer complex with Mss1p that performs the 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs; required for respiration in paromomycin-resistant 15S rRNA mutants",485,1,C,UR,1,1.129149185,0.978188781,0.910731065,0.123701498
YDL043C,PRP11,"Subunit of the SF3a splicing factor complex, required for spliceosome assembly",2684,2,C,UR,1,0.987613672,0.993860553,0.88770893,0.124386916
YNR006W,VPS27,"Endosomal protein that forms a complex with Hse1p; required for recycling Golgi proteins, forming lumenal membranes and sorting ubiquitinated proteins destined for degradation; has Ubiquitin Interaction Motifs which bind ubiquitin (Ubi4p)",693,5,C,UR,1,0.962837253,0.954731196,1.072781483,0.124687582
YGL092W,NUP145,"Essential nucleoporin, subunit of the Nup84p subcomplex; catalyzes its own cleavage in vivo to generate a C-terminal fragment that assembles into the Nup84p subcomplex of the nuclear pore complex, and an N-terminal fragment of unknown function that is homologous to Nup100p; the Nup84 subcomplex has a role in transcription elongation",2362,22,C,UR,1,0.977331036,0.945525468,0.954472552,0.125239691
YDR179C,CSN9,"Subunit of the Cop9 signalosome, which is required for deneddylation, or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin); involved in adaptation to pheromone signaling",2332,1,C,UR,1,0.76466656,0.812532353,1.1176873,0.125308213
YGL082W,YGL082W,Putative protein of unknown function; predicted prenylation/proteolysis target of Afc1p and Rce1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YGL082W is not an essential gene,1927,6,C,UR,1,0.865834426,0.971430588,1.121321844,0.126017005
YLR097C,HRT3,"Putative SCF-ubiquitin ligase F-box protein, based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p, Skp1p and Ubi4 in large and small-scale studies",3592,1,C,UR,1,1.889184879,2.055197782,1.284852316,0.126516304
YLR017W,MEU1,"Methylthioadenosine phosphorylase (MTAP), catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression",1405,14,C,UR,1,1.226950437,1.188535794,0.925725735,0.127031867
YBR220C,YBR220C,Putative protein of unknown function; YBR220C is not an essential gene,3339,4,C,UR,1,2.205312081,1.601210242,1.300840491,0.12708931
YLR299W,ECM38,"Gamma-glutamyltranspeptidase, major glutathione-degrading enzyme; involved in detoxification of electrophilic xenobiotics; expression induced mainly by nitrogen starvation",3003,1,C,UR,1,0.631703801,0.79630296,0.797966416,0.127112592
YOL051W,GAL11,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by acting as target of activators and repressors; forms part of the tail domain of mediator,1174,8,C,UR,1,0.988498332,1.016126406,1.052477096,0.127395985
YNL050C,YNL050C,Putative protein of unknown function; YNL050c is not an essential gene,2205,2,C,UR,1,1.318048011,1.118599903,1.144419418,0.128802839
YOL155C,HPF1,Haze-protective mannoprotein that reduces the particle size of aggregated proteins in white wines,1266,1,C,UR,1,0.598291871,0.532420199,0.639715142,0.128921772
YML101C,CUE4,"Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination",1413,4,C,UR,1,1.007741383,0.958479856,0.870905891,0.130071447
YLR439W,MRPL4,"Mitochondrial ribosomal protein of the large subunit, homolog of prokaryotic L29 ribosomal protein; located at the ribosomal tunnel exit",1555,2,C,UR,1,0.790368393,0.838877197,0.85964444,0.130523102
YBL093C,ROX3,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme,2915,3,C,UR,1,1.074096602,1.096646154,1.153055651,0.130571665
YOR197W,MCA1,Putative cysteine protease similar to mammalian caspases; involved in regulation of apoptosis upon H2O2 treatment; contributes to clearance of insoluble protein aggregates during normal growth; may be involved in cell cycle progression,108,22,C,UR,1,0.924226532,1.000695894,0.933979137,0.131502749
YDR219C,MFB1,Mitochondria-associated F-box protein involved in maintenance of normal mitochondrial morphology; interacts with Skp1p through the F-box motif; preferentially localizes to the mother cell during budding,3245,1,C,UR,1,0.942486686,1.07989657,0.833002932,0.131730021
YLR208W,SEC13,"Component of the Nup84 nuclear pore sub-complex, the Sec13p-Sec31p complex of the COPII vesicle coat, and the SEA (Seh1-associated) complex; required for vesicle formation in ER to Golgi transport and nuclear pore complex organization; the Nup84 subcomplex has a role in transcription elongation",1288,25,C,UR,1,1.023193095,1.070038937,1.052530504,0.132232904
YNL222W,SSU72,Transcription/RNA-processing factor that associates with TFIIB and cleavage/polyadenylation factor Pta1p; exhibits phosphatase activity on serine-5 of the RNA polymerase II C-terminal domain; affects start site selection in vivo,725,3,C,UR,1,0.786150386,0.910055395,0.967210309,0.133072869
YER095W,RAD51,"Strand exchange protein, forms a helical filament with DNA that searches for homology; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; homolog of Dmc1p and bacterial RecA protein",1547,3,C,UR,1,1.731466866,1.440203805,1.234739165,0.133104831
YDR339C,FCF1,Putative PINc domain nuclease required for early cleavages of 35S pre-rRNA and maturation of 18S rRNA; component of the SSU (small subunit) processome involved in 40S ribosomal subunit biogenesis; copurifies with Faf1p,1608,1,C,UR,1,1.961283025,1.361907023,1.169394034,0.133342344
YNL164C,IBD2,"Component of the BUB2-dependent spindle checkpoint pathway, interacts with Bfa1p and functions upstream of Bub2p and Bfa1p",3272,3,C,UR,1,1.212563707,0.999114675,0.860144157,0.136721766
YGL246C,RAI1,Nuclear protein with decapping endonuclease activity targeted toward mRNAs with unmethylated 7-methylguanosine cap structures; binds to and stabilizes the exoribonuclease Rat1p; required for pre-rRNA processing; homologous to human DOM3Z,1591,2,C,UR,1,1.399256984,1.301908232,1.211570863,0.137332647
YLR278C,YLR278C,Zinc-cluster protein; GFP-fusion protein localizes to the nucleus; mutant shows moderate growth defect on caffeine; has a prion-domain like fragment that increases frequency of [URE3]; YLR278C is not an essential gene,3818,1,C,UR,1,1.141493885,1.057476954,0.675181128,0.13735977
YML063W,RPS1B,Ribosomal protein 10 (rp10) of the small (40S) subunit; nearly identical to Rps1Ap and has similarity to rat S3a ribosomal protein,1906,4,C,UR,1,1.397439281,1.153132211,1.081324371,0.137730045
YPL215W,CBP3,Mitochondrial protein required for assembly of cytochrome bc1 complex; forms a complex with Cbp6p that binds to mt ribosomes near the polypeptide tunnel exit and promotes efficient translation of the COB mRNA; Cbp3p-Cbp6p complex also interacts with newly synthesized cytochrome b (Cobp) and Cbp4p to promote assembly of Cobp into the cytochrome bc1 complex,1813,1,C,UR,1,1.019804155,0.757068065,0.662506696,0.13780768
YLR090W,XDJ1,"Putative chaperone, homolog of E. coli DnaJ, closely related to Ydj1p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",3255,1,C,UR,1,0.875707086,0.844122494,0.856619625,0.139364539
YOL096C,COQ3,"O-methyltransferase, catalyzes two different O-methylation steps in ubiquinone (Coenzyme Q) biosynthesis; component of a mitochondrial ubiquinone-synthesizing complex; phosphoprotein",1682,4,C,UR,1,0.98061473,1.077700538,1.210530814,0.140099972
YJL171C,YJL171C,"GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in cell wall biogenesis; sequence similarity to YBR162C/TOS1, a covalently bound cell wall protein",3507,7,C,UR,1,0.608694053,0.749637028,0.921157184,0.140360626
YPL144W,POC4,Component of a heterodimeric Poc4p-Irc25p chaperone involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions,3224,1,C,UR,1,0.768282833,0.768393572,0.763530746,0.14189629
YER026C,CHO1,"Phosphatidylserine synthase, functions in phospholipid biosynthesis; catalyzes the reaction CDP-diaclyglycerol + L-serine = CMP + L-1-phosphatidylserine, transcriptionally repressed by myo-inositol and choline",1270,3,C,UR,1,1.977227767,1.700307739,1.227368087,0.142835076
YFL008W,SMC1,"Subunit of the multiprotein cohesin complex, essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member, binds DNA with a preference for DNA with secondary structure",1004,29,C,UR,1,0.922368632,0.930785993,0.934755116,0.142889741
YJL063C,MRPL8,Mitochondrial ribosomal protein of the large subunit,793,3,C,UR,1,0.734140505,0.721910547,0.772215109,0.142907327
YLR050C,YLR050C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YLR050C is not an essential gene,4059,1,C,UR,1,1.683923592,1.704550177,1.803900751,0.143911867
YPL015C,HST2,Cytoplasmic member of the silencing information regulator 2 (Sir2) family of NAD(+)-dependent protein deacetylases; modulates nucleolar (rDNA) and telomeric silencing; possesses NAD(+)-dependent histone deacetylase activity in vitro,3346,2,C,UR,1,1.093839871,1.154669557,1.17371864,0.144097221
YIL084C,SDS3,"Component of the Rpd3p/Sin3p deacetylase complex required for its structural integrity and catalytic activity, involved in transcriptional silencing and required for sporulation; cells defective in SDS3 display pleiotropic phenotypes",2519,3,C,UR,1,0.778259429,0.806530211,0.764207415,0.1441743
YCR018C,SRD1,Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation,3882,1,C,UR,1,3.357613007,2.33976287,1.59938538,0.144548381
YLR146C,SPE4,"Spermine synthase, required for the biosynthesis of spermine and also involved in biosynthesis of pantothenic acid",2851,3,C,UR,1,1.068965407,1.076386771,1.05639959,0.14588783
YNL156C,NSG2,"Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; homolog of mammalian INSIG proteins",2126,2,C,UR,1,1.136864562,1.034485105,1.105504947,0.146155763
YJL157C,FAR1,"Cyclin-dependent kinase inhibitor that mediates cell cycle arrest in response to pheromone; also forms a complex with Cdc24p, Ste4p, and Ste18p that may specify the direction of polarized growth during mating; potential Cdc28p substrate",3843,1,C,UR,1,2.169253574,1.763978115,1.245207653,0.146273921
YNL310C,ZIM17,Heat shock protein with a zinc finger motif; essential for protein import into mitochondria; may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix,1033,4,C,UR,1,0.765983869,0.887116211,0.892373794,0.14633475
YGL023C,PIB2,"Protein binding phosphatidylinositol 3-phosphate, involved in telomere-proximal repression of gene expression; similar to Fab1 and Vps27",1254,12,C,UR,1,0.939660549,1.131875497,1.058810304,0.146395727
YDL058W,USO1,Essential protein involved in the vesicle-mediated ER to Golgi transport step of secretion; binds membranes and functions during vesicle docking to the Golgi; required for assembly of the ER-to-Golgi SNARE complex,742,30,C,UR,1,1.046830068,1.105425441,0.890827988,0.14670024
YLL032C,YLL032C,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLL032C is not an essential gene",703,1,C,UR,1,2.133337485,1.671220774,1.482694346,0.148809182
YLR103C,CDC45,"DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p, recruits elongation machinery; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes",3054,2,C,UR,1,1.709879554,1.309749507,1.168992476,0.149540784
YLR427W,MAG2,Cytoplasmic protein of unknown function; induced in response to mycotoxin patulin; ubiquitinated protein similar to the human ring finger motif protein RNF10; predicted to be involved in repair of alkylated DNA due to interaction with MAG1,2449,1,C,UR,1,8.69384795,7.691046332,6.476016514,0.149743275
YGR092W,DBF2,Ser/Thr kinase involved in transcription and stress response; functions as part of a network of genes in exit from mitosis; localization is cell cycle regulated; activated by Cdc15p during the exit from mitosis,1923,1,C,UR,1,1.643912132,1.179784251,0.933659054,0.150398004
YER151C,UBP3,Ubiquitin-specific protease that interacts with Bre5p to co-regulate anterograde and retrograde transport between the ER and Golgi; inhibitor of gene silencing; cleaves ubiquitin fusions but not polyubiquitin; also has mRNA binding activity,907,12,C,UR,1,1.298935778,1.220462363,1.070305005,0.150874307
YDR320C,SWA2,Auxilin-like protein involved in vesicular transport; clathrin-binding protein required for uncoating of clathrin-coated vesicles,415,5,C,UR,1,1.079611172,1.156369578,1.15651564,0.150877132
YPR125W,YLH47,"Mitochondrial inner membrane protein exposed to the mitochondrial matrix, associates with mitochondrial ribosomes, NOT required for respiratory growth; homolog of human Letm1, a protein implicated in Wolf-Hirschhorn syndrome",1313,3,C,UR,1,1.41283554,1.387561467,1.136057163,0.151146226
YAL033W,POP5,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs",1256,1,C,UR,1,1.486575953,1.27920126,1.127153899,0.151180858
YBL085W,BOI1,"Protein implicated in polar growth, functionally redundant with Boi2p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain",1105,13,C,UR,1,1.12704261,1.11588886,1.081251059,0.152043531
YHR133C,NSG1,"Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; homolog of mammalian INSIG proteins",897,2,C,UR,1,1.843539194,1.415013385,1.102991969,0.153552466
YBR253W,SRB6,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,4134,1,C,UR,1,0.865801323,0.966916993,0.854677415,0.154835588
YOL042W,NGL1,"Putative endonuclease, has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",3337,1,C,UR,1,1.417659587,1.283774583,1.249811557,0.155893549
YER025W,GCD11,"Gamma subunit of the translation initiation factor eIF2, involved in the identification of the start codon; binds GTP when forming the ternary complex with GTP and tRNAi-Met",774,41,C,UR,1,1.254793006,1.118193206,0.981265982,0.156644371
YLR420W,URA4,"Dihydroorotase, catalyzes the third enzymatic step in the de novo biosynthesis of pyrimidines, converting carbamoyl-L-aspartate into dihydroorotate",1000,36,C,UR,1,0.982875414,1.008395289,0.950114647,0.156868356
YLR300W,EXG1,"Major exo-1,3-beta-glucanase of the cell wall, involved in cell wall beta-glucan assembly; exists as three differentially glycosylated isoenzymes",3033,22,C,UR,1,0.798622751,1.111002182,1.077145462,0.156960834
YOL013C,HRD1,Ubiquitin-protein ligase required for endoplasmic reticulum-associated degradation (ERAD) of misfolded proteins; genetically linked to the unfolded protein response (UPR); regulated through association with Hrd3p; contains an H2 ring finger,2550,4,C,UR,1,1.316338991,1.151314711,0.884427229,0.15717712
YDL061C,RPS29B,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps29Ap and has similarity to rat S29 and E. coli S14 ribosomal proteins,1018,5,C,UR,1,0.844240122,0.875339575,0.794514141,0.157550155
YBR155W,CNS1,"TPR-containing co-chaperone; binds both Hsp82p (Hsp90) and Ssa1p (Hsp70) and stimulates the ATPase activity of SSA1, ts mutants reduce Hsp82p function while over expression suppresses the phenotypes of an HSP82 ts allele and a cpr7 deletion",34,11,C,UR,1,1.09139261,1.068729179,0.920420974,0.157691588
YDL244W,THI13,"Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP); member of a subtelomeric gene family including THI5, THI11, THI12, and THI13",3311,1,C,UR,1,1.282548071,1.394179874,1.394277848,0.159407051
YMR291W,TDA1,Putative kinase of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene,1487,2,C,UR,1,1.514284457,1.353015735,1.215693909,0.159568515
YML091C,RPM2,"Protein subunit of mitochondrial RNase P, has roles in nuclear transcription, cytoplasmic and mitochondrial RNA processing, and mitochondrial translation; distributed to mitochondria, cytoplasmic processing bodies, and the nucleus",2812,1,C,UR,1,0.959527958,1.11138111,0.771095204,0.159601876
YMR302C,YME2,Integral inner mitochondrial membrane protein with a role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases,424,8,C,UR,1,1.104614774,0.962525227,0.927195514,0.160375224
YFR006W,YFR006W,Putative X-Pro aminopeptidase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YFR006W is not an essential gene,229,17,C,UR,1,0.835991512,0.94609942,1.089104472,0.160488351
YLR009W,RLP24,"Essential protein with similarity to Rpl24Ap and Rpl24Bp, associated with pre-60S ribosomal subunits and required for ribosomal large subunit biogenesis",2520,1,C,UR,1,1.528234914,1.230234788,0.884783022,0.160514066
YBR179C,FZO1,Mitofusin; integral membrane protein involved in mitochondrial outer membrane tethering and fusion; role in mitochondrial genome maintenance; efficient tethering and degradation of Fzo1p requires an intact N-terminal GTPase domain; targeted for destruction by the ubiquitin ligase SCF-Mdm30p and the cytosolic ubiquitin-proteasome system,2025,3,C,UR,1,1.309073303,1.128128868,0.917907935,0.161273356
YDL153C,SAS10,Essential subunit of U3-containing Small Subunit (SSU) processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit; disrupts silencing when overproduced; mutant has increased aneuploidy tolerance,747,10,C,UR,1,1.470206622,1.272740999,1.068047468,0.161817775
YOL146W,PSF3,"Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p), which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery",2897,1,C,UR,1,0.888679923,0.886348647,0.790326618,0.161854562
YCR090C,YCR090C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YCR090C is not an essential gene,364,3,C,UR,1,0.825099999,0.745635425,0.840903712,0.163855401
YML012W,ERV25,"Protein that forms a heterotrimeric complex with Erp1, Erp2p, and Emp24, member of the p24 family involved in endoplasmic reticulum to Golgi transport",689,6,C,UR,1,1.002706503,0.874903716,0.868249836,0.165193681
YMR089C,YTA12,"Component, with Afg3p, of the mitochondrial inner membrane m-AAA protease that mediates degradation of misfolded or unassembled proteins and is also required for correct assembly of mitochondrial enzyme complexes",1141,8,C,UR,1,1.388556571,1.23792662,1.114635221,0.165221065
YDL125C,HNT1,"Adenosine 5'-monophosphoramidase; interacts physically and genetically with Kin28p, a CDK and TFIIK subunit, and genetically with CAK1; member of the histidine triad (HIT) superfamily of nucleotide-binding proteins and similar to Hint",3252,13,C,UR,1,0.790093367,0.895766372,0.890505017,0.165377009
YLR441C,RPS1A,Ribosomal protein 10 (rp10) of the small (40S) subunit; nearly identical to Rps1Bp and has similarity to rat S3a ribosomal protein,1906,52,C,UR,1,1.40335475,1.187471284,1.119909408,0.165917526
YDL185W,VMA1,"Subunit A of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease",471,145,C,UR,1,0.904900754,0.98095582,0.977769495,0.166094393
YOL008W,COQ10,"Coenzyme Q (ubiquinone) binding protein, functions in the delivery of Q<sub>6</sub> to its proper location for electron transport during respiration; START domain protein with homologs in bacteria and eukaryotes",741,1,C,UR,1,1.275829575,1.286540251,1.30931326,0.166172968
YDL102W,POL3,"Catalytic subunit of DNA polymerase delta; required for chromosomal DNA replication during mitosis and meiosis, intragenic recombination, repair of double strand DNA breaks, and DNA replication during nucleotide excision repair (NER)",3029,2,C,UR,1,1.564273605,1.100580334,0.946556142,0.167533173
YEL046C,GLY1,"Threonine aldolase, catalyzes the cleavage of L-allo-threonine and L-threonine to glycine; involved in glycine biosynthesis",2411,23,C,UR,1,4.058527901,2.324747183,1.112827636,0.171119977
YNR049C,MSO1,"Probable component of the secretory vesicle docking complex, acts at a late step in secretion; shows genetic and physical interactions with Sec1p; required for prospore membrane formation during sporulation",1268,3,C,UR,1,0.809433378,0.80075995,0.867316249,0.172853647
YNL067W,RPL9B,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl9Ap and has similarity to E. coli L6 and rat L9 ribosomal proteins",1753,7,C,UR,1,0.951291944,0.984652203,0.919764481,0.174561198
YDL134C,PPH21,"Catalytic subunit of protein phosphatase 2A (PP2A), functionally redundant with Pph22p; methylated at C terminus; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis",2959,15,C,UR,1,0.854204869,0.912848085,1.064730533,0.175365106
YAL025C,MAK16,"Essential nuclear protein, constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus",926,2,C,UR,1,1.846769888,1.642826858,1.257464171,0.176465666
YJR109C,CPA2,"Large subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor",78,42,C,UR,1,1.394338102,1.179849723,1.092138041,0.176499549
