"ORF","Reactome.term"
"YNR035C","Clathrin-mediated endocytosis"
"YNR041C","Metabolism"
"YNR041C","Metabolism of vitamins and cofactors"
"YNR041C","Ubiquinol biosynthesis"
"YNR041C","Metabolism of cofactors"
"YNR043W","Metabolism"
"YNR043W","Cholesterol biosynthesis"
"YNR043W","Metabolism of proteins"
"YNR043W","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
"YNR043W","Synthesis of Dolichyl-phosphate"
"YNR043W","Asparagine N-linked glycosylation"
"YNR043W","Synthesis of substrates in N-glycan biosythesis"
"YNR043W","Metabolism of lipids"
"YNR043W","Post-translational protein modification"
"YNR043W","Metabolism of steroids"
"YNR046W","Metabolism"
"YNR046W","Phase II - Conjugation of compounds"
"YNR046W","Methylation"
"YNR046W","Biological oxidations"
"YNR046W","Metabolism of proteins"
"YNR046W","Eukaryotic Translation Termination"
"YNR046W","Translation"
"YNR065C","Membrane Trafficking"
"YNR065C","trans-Golgi Network Vesicle Budding"
"YNR065C","Golgi Associated Vesicle Biogenesis"
"YNR065C","Vesicle-mediated transport"
"YOL003C","Metabolism"
"YOL003C","Metabolism of nitric oxide: eNOS activation and regulation"
"YOL003C","eNOS activation"
"YOL005C","Formation of the Early Elongation Complex"
"YOL005C","Signal Transduction"
"YOL005C","Generic Transcription Pathway"
"YOL005C","Transcriptional Regulation by TP53"
"YOL005C","Nucleotide Excision Repair"
"YOL005C","RNA Polymerase II Pre-transcription Events"
"YOL005C","Formation of TC-NER Pre-Incision Complex"
"YOL005C","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"YOL005C","Dual incision in TC-NER"
"YOL005C","Gap-filling DNA repair synthesis and ligation in TC-NER"
"YOL005C","TP53 Regulates Transcription of DNA Repair Genes"
"YOL005C","RNA polymerase II transcribes snRNA genes"
"YOL005C","mRNA Capping"
"YOL005C","RNA Polymerase II Promoter Escape"
"YOL005C","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"YOL005C","RNA Polymerase II Transcription"
"YOL005C","DNA Repair"
"YOL005C","Gene expression (Transcription)"
"YOL005C","RNA Polymerase II Transcription Initiation"
"YOL005C","RNA Polymerase II Transcription Elongation"
"YOL005C","RNA Polymerase II Transcription Initiation And Promoter Clearance"
"YOL005C","RNA Pol II CTD phosphorylation and interaction with CE"
"YOL005C","ESR-mediated signaling"
"YOL005C","Metabolism of RNA"
"YOL005C","Signaling by Nuclear Receptors"
"YOL005C","Estrogen-dependent gene expression"
"YOL006C","SUMOylation"
"YOL006C","SUMO E3 ligases SUMOylate target proteins"
"YOL006C","Metabolism of proteins"
"YOL006C","SUMOylation of DNA replication proteins"
"YOL006C","Post-translational protein modification"
"YOL010W","Major pathway of rRNA processing in the nucleolus and cytosol"
"YOL010W","rRNA processing"
"YOL010W","rRNA processing in the nucleus and cytosol"
"YOL010W","Metabolism of RNA"
"YOL011W","Hemostasis"
"YOL011W","Opioid Signalling"
"YOL011W","phospho-PLA2 pathway"
"YOL011W","Ca-dependent events"
"YOL011W","G-protein mediated events"
"YOL011W","PLC beta mediated events"
"YOL011W","Metabolism"
"YOL011W","Acyl chain remodelling of PC"
"YOL011W","Acyl chain remodeling of CL"
"YOL011W","Acyl chain remodelling of PS"
"YOL011W","Acyl chain remodelling of PE"
"YOL011W","Acyl chain remodelling of PI"
"YOL011W","Acyl chain remodelling of PG"
"YOL011W","Hydrolysis of LPC"
"YOL011W","Hydrolysis of LPE"
"YOL011W","Synthesis of PA"
"YOL011W","Glycerophospholipid biosynthesis"
"YOL011W","Phospholipid metabolism"
"YOL011W","Signal Transduction"
"YOL011W","Membrane Trafficking"
"YOL011W","Arachidonic acid metabolism"
"YOL011W","Signaling by GPCR"
"YOL011W","GPCR downstream signalling"
"YOL011W","Signal amplification"
"YOL011W","Platelet homeostasis"
"YOL011W","ADP signalling through P2Y purinoceptor 1"
"YOL011W","G alpha (i) signalling events"
"YOL011W","Platelet sensitization by LDL"
"YOL011W","Metabolism of lipids"
"YOL011W","Vesicle-mediated transport"
"YOL011W","COPI-independent Golgi-to-ER retrograde traffic"
"YOL011W","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YOL011W","Platelet activation, signaling and aggregation"
"YOL011W","Golgi-to-ER retrograde transport"
"YOL011W","Fatty acid metabolism"
"YOL012C","Signal Transduction"
"YOL012C","Cell Cycle"
"YOL012C","Cellular responses to stress"
"YOL012C","Condensation of Prophase Chromosomes"
"YOL012C","Oxidative Stress Induced Senescence"
"YOL012C","Cellular Senescence"
"YOL012C","Mitotic Prophase"
"YOL012C","M Phase"
"YOL012C","Cell Cycle, Mitotic"
"YOL012C","ESR-mediated signaling"
"YOL012C","Cellular responses to external stimuli"
"YOL012C","Signaling by Nuclear Receptors"
"YOL012C","Estrogen-dependent gene expression"
"YOL016C","Neurotransmitter receptors and postsynaptic signal transmission"
"YOL016C","Transmission across Chemical Synapses"
"YOL016C","Neuronal System"
"YOL016C","Post NMDA receptor activation events"
"YOL016C","Activation of NMDA receptors and postsynaptic events"
"YOL016C","Activation of RAC1 downstream of NMDARs"
"YOL018C","ER to Golgi Anterograde Transport"
"YOL018C","Membrane Trafficking"
"YOL018C","COPII-mediated vesicle transport"
"YOL018C","Metabolism of proteins"
"YOL018C","Asparagine N-linked glycosylation"
"YOL018C","Vesicle-mediated transport"
"YOL018C","Post-translational protein modification"
"YOL018C","Retrograde transport at the Trans-Golgi-Network"
"YOL018C","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YOL018C","Transport to the Golgi and subsequent modification"
"YOL021C","Deadenylation-dependent mRNA decay"
"YOL021C","mRNA decay by 3' to 5' exoribonuclease"
"YOL021C","Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA"
"YOL021C","Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA"
"YOL021C","Regulation of mRNA stability by proteins that bind AU-rich elements"
"YOL021C","Metabolism of RNA"
"YOL032W","Cellular responses to stress"
"YOL032W","Regulation of HSF1-mediated heat shock response"
"YOL032W","Cellular response to heat stress"
"YOL032W","Cellular responses to external stimuli"
"YOL034W","SUMOylation"
"YOL034W","SUMOylation of DNA damage response and repair proteins"
"YOL034W","SUMO E3 ligases SUMOylate target proteins"
"YOL034W","Metabolism of proteins"
"YOL034W","Post-translational protein modification"
"YOL038W","Antigen processing-Cross presentation"
"YOL038W","Cross-presentation of soluble exogenous antigens (endosomes)"
"YOL038W","Cytokine Signaling in Immune system"
"YOL038W","Adaptive Immune System"
"YOL038W","Immune System"
"YOL038W","Metabolism of proteins"
"YOL038W","TNFR2 non-canonical NF-kB pathway"
"YOL038W","Deubiquitination"
"YOL038W","UCH proteinases"
"YOL038W","Ub-specific processing proteases"
"YOL038W","Post-translational protein modification"
"YOL038W","Class I MHC mediated antigen processing & presentation"
"YOL039W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YOL039W","SRP-dependent cotranslational protein targeting to membrane"
"YOL039W","Metabolism of proteins"
"YOL039W","Eukaryotic Translation Initiation"
"YOL039W","Formation of a pool of free 40S subunits"
"YOL039W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YOL039W","Cap-dependent Translation Initiation"
"YOL039W","Translation"
"YOL039W","Metabolism of RNA"
"YOL039W","Nonsense-Mediated Decay (NMD)"
"YOL039W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YOL039W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YOL040C","L13a-mediated translational silencing of Ceruloplasmin expression"
"YOL040C","SRP-dependent cotranslational protein targeting to membrane"
"YOL040C","Metabolism of proteins"
"YOL040C","Eukaryotic Translation Initiation"
"YOL040C","Formation of a pool of free 40S subunits"
"YOL040C","Formation of the ternary complex, and subsequently, the 43S complex"
"YOL040C","Ribosomal scanning and start codon recognition"
"YOL040C","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YOL040C","Cap-dependent Translation Initiation"
"YOL040C","Translation"
"YOL040C","Metabolism of RNA"
"YOL040C","Nonsense-Mediated Decay (NMD)"
"YOL040C","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YOL040C","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YOL043C","Cleavage of the damaged pyrimidine "
"YOL043C","Base Excision Repair"
"YOL043C","DNA Repair"
"YOL043C","Depyrimidination"
"YOL043C","Base-Excision Repair, AP Site Formation"
"YOL049W","Metabolism"
"YOL049W","Phase II - Conjugation of compounds"
"YOL049W","Glutathione conjugation"
"YOL049W","Glutathione synthesis and recycling"
"YOL049W","Biological oxidations"
"YOL052C","Metabolism"
"YOL052C","Metabolism of polyamines"
"YOL052C","Metabolism of amino acids and derivatives"
"YOL059W","Metabolism"
"YOL059W","Synthesis of PA"
"YOL059W","Glycerophospholipid biosynthesis"
"YOL059W","Phospholipid metabolism"
"YOL059W","Metabolism of lipids"
"YOL061W","Metabolism"
"YOL061W","Pentose phosphate pathway"
"YOL061W","Metabolism of carbohydrates"
"YOL061W","5-Phosphoribose 1-diphosphate biosynthesis"
"YOL062C","Developmental Biology"
"YOL062C","Gap junction trafficking and regulation"
"YOL062C","Plasma lipoprotein assembly, remodeling, and clearance"
"YOL062C","Gap junction trafficking"
"YOL062C","Gap junction degradation"
"YOL062C","Formation of annular gap junctions"
"YOL062C","Membrane Trafficking"
"YOL062C","L1CAM interactions"
"YOL062C","Transport of small molecules"
"YOL062C","Axon guidance"
"YOL062C","Recycling pathway of L1"
"YOL062C","Vesicle-mediated transport"
"YOL062C","Cargo recognition for clathrin-mediated endocytosis"
"YOL062C","Clathrin-mediated endocytosis"
"YOL062C","VLDLR internalisation and degradation"
"YOL062C","LDL clearance"
"YOL062C","Plasma lipoprotein clearance"
"YOL065C","Metabolism"
"YOL065C","Inositol phosphate metabolism"
"YOL065C","PI Metabolism"
"YOL065C","Phospholipid metabolism"
"YOL065C","Signal Transduction"
"YOL065C","Synthesis of PIPs at the plasma membrane"
"YOL065C","Synthesis of PIPs at the Golgi membrane"
"YOL065C","Synthesis of IP2, IP, and Ins in the cytosol"
"YOL065C","Synthesis of IP3 and IP4 in the cytosol"
"YOL065C","Signaling by Rho GTPases"
"YOL065C","Rho GTPase cycle"
"YOL065C","Membrane Trafficking"
"YOL065C","trans-Golgi Network Vesicle Budding"
"YOL065C","Golgi Associated Vesicle Biogenesis"
"YOL065C","Metabolism of lipids"
"YOL065C","Vesicle-mediated transport"
"YOL065C","Clathrin-mediated endocytosis"
"YOL075C","ABC transporters in lipid homeostasis"
"YOL075C","Plasma lipoprotein assembly, remodeling, and clearance"
"YOL075C","Transport of small molecules"
"YOL075C","ABC-family proteins mediated transport"
"YOL075C","Plasma lipoprotein remodeling"
"YOL075C","HDL remodeling"
"YOL075C","Iron uptake and transport"
"YOL078W","PIP3 activates AKT signaling"
"YOL078W","Adaptive Immune System"
"YOL078W","Signal Transduction"
"YOL078W","Immune System"
"YOL078W","Signaling by VEGF"
"YOL078W","Generic Transcription Pathway"
"YOL078W","Transcriptional Regulation by TP53"
"YOL078W","Costimulation by the CD28 family"
"YOL078W","CD28 co-stimulation"
"YOL078W","CD28 dependent PI3K/Akt signaling"
"YOL078W","VEGFA-VEGFR2 Pathway"
"YOL078W","VEGFR2 mediated vascular permeability"
"YOL078W","Regulation of TP53 Activity"
"YOL078W","Regulation of TP53 Degradation"
"YOL078W","Regulation of TP53 Expression and Degradation"
"YOL078W","RNA Polymerase II Transcription"
"YOL078W","Gene expression (Transcription)"
"YOL078W","Intracellular signaling by second messengers"
"YOL078W","Signaling by Receptor Tyrosine Kinases"
"YOL087C","Recognition of DNA damage by PCNA-containing replication complex"
"YOL087C","DNA Damage Bypass"
"YOL087C","DNA Repair"
"YOL088C","Innate Immune System"
"YOL088C","Immune System"
"YOL088C","Neutrophil degranulation"
"YOL090W","Mismatch Repair"
"YOL090W","Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"
"YOL090W","Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"
"YOL090W","DNA Repair"
"YOL094C","Translesion synthesis by REV1"
"YOL094C","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template"
"YOL094C","Recognition of DNA damage by PCNA-containing replication complex"
"YOL094C","Translesion Synthesis by POLH"
"YOL094C","Telomere Maintenance"
"YOL094C","Cell Cycle"
"YOL094C","Polymerase switching on the C-strand of the telomere"
"YOL094C","Telomere C-strand (Lagging Strand) Synthesis"
"YOL094C","Activation of ATR in response to replication stress"
"YOL094C","Extension of Telomeres"
"YOL094C","Translesion synthesis by POLK"
"YOL094C","Translesion synthesis by POLI"
"YOL094C","Termination of translesion DNA synthesis"
"YOL094C","Gap-filling DNA repair synthesis and ligation in GG-NER"
"YOL094C","Nucleotide Excision Repair"
"YOL094C","Global Genome Nucleotide Excision Repair (GG-NER)"
"YOL094C","Dual Incision in GG-NER"
"YOL094C","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"YOL094C","Dual incision in TC-NER"
"YOL094C","Gap-filling DNA repair synthesis and ligation in TC-NER"
"YOL094C","Polymerase switching"
"YOL094C","Leading Strand Synthesis"
"YOL094C","Lagging Strand Synthesis"
"YOL094C","DNA strand elongation"
"YOL094C","Synthesis of DNA"
"YOL094C","S Phase"
"YOL094C","Cell Cycle, Mitotic"
"YOL094C","DNA Replication"
"YOL094C","G2/M Checkpoints"
"YOL094C","Cell Cycle Checkpoints"
"YOL094C","Chromosome Maintenance"
"YOL094C","DNA Damage Bypass"
"YOL094C","DNA Repair"
"YOL100W","Hemostasis"
"YOL100W","PI3K Cascade"
"YOL100W","IRS-mediated signalling"
"YOL100W","GPVI-mediated activation cascade"
"YOL100W","PIP3 activates AKT signaling"
"YOL100W","Cytokine Signaling in Immune system"
"YOL100W","Adaptive Immune System"
"YOL100W","Signal Transduction"
"YOL100W","Activation of AKT2"
"YOL100W","Innate Immune System"
"YOL100W","Immune System"
"YOL100W","Signaling by VEGF"
"YOL100W","Signaling by Rho GTPases"
"YOL100W","RHO GTPase Effectors"
"YOL100W","TCR signaling"
"YOL100W","Downstream TCR signaling"
"YOL100W","Generic Transcription Pathway"
"YOL100W","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"
"YOL100W","IGF1R signaling cascade"
"YOL100W","IRS-related events triggered by IGF1R"
"YOL100W","Fc epsilon receptor (FCERI) signaling"
"YOL100W","Role of LAT2/NTAL/LAB on calcium mobilization"
"YOL100W","Transcriptional Regulation by TP53"
"YOL100W","Signaling by GPCR"
"YOL100W","GPCR downstream signalling"
"YOL100W","Costimulation by the CD28 family"
"YOL100W","CD28 co-stimulation"
"YOL100W","CD28 dependent PI3K/Akt signaling"
"YOL100W","G beta:gamma signalling through PI3Kgamma"
"YOL100W","G-protein beta:gamma signalling"
"YOL100W","VEGFA-VEGFR2 Pathway"
"YOL100W","VEGFR2 mediated vascular permeability"
"YOL100W","VEGFR2 mediated cell proliferation"
"YOL100W","RHO GTPases activate PKNs"
"YOL100W","Regulation of TP53 Activity"
"YOL100W","Regulation of TP53 Degradation"
"YOL100W","Regulation of TP53 Expression and Degradation"
"YOL100W","RNA Polymerase II Transcription"
"YOL100W","Gene expression (Transcription)"
"YOL100W","Insulin receptor signalling cascade"
"YOL100W","Signaling by Insulin receptor"
"YOL100W","Platelet activation, signaling and aggregation"
"YOL100W","ESR-mediated signaling"
"YOL100W","Intracellular signaling by second messengers"
"YOL100W","Signaling by Nuclear Receptors"
"YOL100W","Signaling by Receptor Tyrosine Kinases"
"YOL100W","Extra-nuclear estrogen signaling"
"YOL100W","FLT3 Signaling"
"YOL100W","Estrogen-stimulated signaling through PRKCZ"
"YOL103W","Transport of small molecules"
"YOL103W","Transport of bile salts and organic acids, metal ions and amine compounds"
"YOL103W","SLC-mediated transmembrane transport"
"YOL103W","Inositol transporters"
"YOL110W","Innate Immune System"
"YOL110W","Immune System"
"YOL110W","Neutrophil degranulation"
"YOL112W","Membrane Trafficking"
"YOL112W","Vesicle-mediated transport"
"YOL112W","TBC/RABGAPs"
"YOL112W","Rab regulation of trafficking"
"YOL113W","Adaptive Immune System"
"YOL113W","Signal Transduction"
"YOL113W","Immune System"
"YOL113W","Signaling by Rho GTPases"
"YOL113W","RHO GTPase Effectors"
"YOL113W","Costimulation by the CD28 family"
"YOL113W","CD28 co-stimulation"
"YOL113W","CD28 dependent Vav1 pathway"
"YOL113W","RHO GTPases activate PAKs"
"YOL113W","MAPK family signaling cascades"
"YOL113W","MAPK6/MAPK4 signaling"
"YOL119C","Amino acid transport across the plasma membrane"
"YOL119C","Transport of small molecules"
"YOL119C","Transport of inorganic cations/anions and amino acids/oligopeptides"
"YOL119C","Transport of vitamins, nucleosides, and related molecules"
"YOL119C","SLC-mediated transmembrane transport"
"YOL119C","Transport of organic anions"
"YOL120C","L13a-mediated translational silencing of Ceruloplasmin expression"
"YOL120C","SRP-dependent cotranslational protein targeting to membrane"
"YOL120C","Metabolism of proteins"
"YOL120C","Eukaryotic Translation Initiation"
"YOL120C","Formation of a pool of free 40S subunits"
"YOL120C","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YOL120C","Cap-dependent Translation Initiation"
"YOL120C","Translation"
"YOL120C","Metabolism of RNA"
"YOL120C","Nonsense-Mediated Decay (NMD)"
"YOL120C","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YOL120C","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YOL121C","L13a-mediated translational silencing of Ceruloplasmin expression"
"YOL121C","SRP-dependent cotranslational protein targeting to membrane"
"YOL121C","Metabolism of proteins"
"YOL121C","Eukaryotic Translation Initiation"
"YOL121C","Formation of a pool of free 40S subunits"
"YOL121C","Formation of the ternary complex, and subsequently, the 43S complex"
"YOL121C","Ribosomal scanning and start codon recognition"
"YOL121C","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YOL121C","Cap-dependent Translation Initiation"
"YOL121C","Translation"
"YOL121C","Metabolism of RNA"
"YOL121C","Nonsense-Mediated Decay (NMD)"
"YOL121C","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YOL121C","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YOL127W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YOL127W","SRP-dependent cotranslational protein targeting to membrane"
"YOL127W","Metabolism of proteins"
"YOL127W","Eukaryotic Translation Initiation"
"YOL127W","Formation of a pool of free 40S subunits"
"YOL127W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YOL127W","Cap-dependent Translation Initiation"
"YOL127W","Translation"
"YOL127W","Metabolism of RNA"
"YOL127W","Nonsense-Mediated Decay (NMD)"
"YOL127W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YOL127W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YOL133W","Adaptive Immune System"
"YOL133W","Cell Cycle"
"YOL133W","Immune System"
"YOL133W","Metabolism of proteins"
"YOL133W","Mitotic G2-G2/M phases"
"YOL133W","Nucleotide Excision Repair"
"YOL133W","Global Genome Nucleotide Excision Repair (GG-NER)"
"YOL133W","Dual Incision in GG-NER"
"YOL133W","Post-translational protein modification"
"YOL133W","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"YOL133W","Dual incision in TC-NER"
"YOL133W","Gap-filling DNA repair synthesis and ligation in TC-NER"
"YOL133W","G2/M Transition"
"YOL133W","Cell Cycle, Mitotic"
"YOL133W","DNA Repair"
"YOL133W","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis"
"YOL133W","Neddylation"
"YOL133W","Antigen processing: Ubiquitination & Proteasome degradation"
"YOL133W","Class I MHC mediated antigen processing & presentation"
"YOL136C","Metabolism"
"YOL136C","Glycolysis"
"YOL136C","Glucose metabolism"
"YOL136C","Metabolism of carbohydrates"
"YOL136C","Regulation of glycolysis by fructose 2,6-bisphosphate metabolism"
"YOL139C","L13a-mediated translational silencing of Ceruloplasmin expression"
"YOL139C","Metabolism of proteins"
"YOL139C","Eukaryotic Translation Initiation"
"YOL139C","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
"YOL139C","Ribosomal scanning and start codon recognition"
"YOL139C","Cap-dependent Translation Initiation"
"YOL139C","Translation"
"YOL142W","Deadenylation-dependent mRNA decay"
"YOL142W","mRNA decay by 3' to 5' exoribonuclease"
"YOL142W","Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA"
"YOL142W","Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA"
"YOL142W","Regulation of mRNA stability by proteins that bind AU-rich elements"
"YOL142W","Major pathway of rRNA processing in the nucleolus and cytosol"
"YOL142W","rRNA processing"
"YOL142W","rRNA processing in the nucleus and cytosol"
"YOL142W","Metabolism of RNA"
"YOL145C","RNA Polymerase II Pre-transcription Events"
"YOL145C","RNA Polymerase II Transcription"
"YOL145C","Gene expression (Transcription)"
"YOL145C","RNA Polymerase II Transcription Elongation"
"YOL146W","Cell Cycle"
"YOL146W","Unwinding of DNA"
"YOL146W","DNA strand elongation"
"YOL146W","Synthesis of DNA"
"YOL146W","S Phase"
"YOL146W","Cell Cycle, Mitotic"
"YOL146W","DNA Replication"
"YOL147C","Class I peroxisomal membrane protein import"
"YOL147C","Protein localization"
"YOL149W","Deadenylation-dependent mRNA decay"
"YOL149W","mRNA decay by 5' to 3' exoribonuclease"
"YOL149W","Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA"
"YOL149W","Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA"
"YOL149W","Regulation of mRNA stability by proteins that bind AU-rich elements"
"YOL149W","Metabolism of RNA"
"YOL155C","Adaptive Immune System"
"YOL155C","Immune System"
"YOL155C","Antigen processing: Ubiquitination & Proteasome degradation"
"YOL155C","Class I MHC mediated antigen processing & presentation"
"YOL157C","Amino acid transport across the plasma membrane"
"YOL157C","Transport of small molecules"
"YOL157C","Transport of inorganic cations/anions and amino acids/oligopeptides"
"YOL157C","SLC-mediated transmembrane transport"
"YOR001W","Major pathway of rRNA processing in the nucleolus and cytosol"
"YOR001W","rRNA processing"
"YOR001W","rRNA processing in the nucleus and cytosol"
"YOR001W","Metabolism of RNA"
"YOR002W","Metabolism of proteins"
"YOR002W","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
"YOR002W","Asparagine N-linked glycosylation"
"YOR002W","Post-translational protein modification"
"YOR007C","Protein localization"
"YOR007C","Insertion of tail-anchored proteins into the endoplasmic reticulum membrane"
"YOR014W","PIP3 activates AKT signaling"
"YOR014W","Cytokine Signaling in Immune system"
"YOR014W","Adaptive Immune System"
"YOR014W","Signal Transduction"
"YOR014W","Toll Like Receptor 4 (TLR4) Cascade"
"YOR014W","MyD88:MAL(TIRAP) cascade initiated on plasma membrane"
"YOR014W","MyD88-independent TLR4 cascade "
"YOR014W","Signaling by NTRKs"
"YOR014W","Toll Like Receptor 9 (TLR9) Cascade"
"YOR014W","Toll Like Receptor 10 (TLR10) Cascade"
"YOR014W","Toll Like Receptor 3 (TLR3) Cascade"
"YOR014W","Toll Like Receptor 5 (TLR5) Cascade"
"YOR014W","Toll Like Receptor TLR1:TLR2 Cascade"
"YOR014W","Toll Like Receptor 7/8 (TLR7/8) Cascade"
"YOR014W","Toll Like Receptor TLR6:TLR2 Cascade"
"YOR014W","Innate Immune System"
"YOR014W","Immune System"
"YOR014W","Toll-like Receptor Cascades"
"YOR014W","Toll Like Receptor 2 (TLR2) Cascade"
"YOR014W","Signaling by NTRK1 (TRKA)"
"YOR014W","Nuclear Events (kinase and transcription factor activation)"
"YOR014W","ERK/MAPK targets"
"YOR014W","Negative regulation of the PI3K/AKT network"
"YOR014W","ERKs are inactivated"
"YOR014W","Costimulation by the CD28 family"
"YOR014W","CTLA4 inhibitory signaling"
"YOR014W","Interleukin-17 signaling"
"YOR014W","Signaling by Interleukins"
"YOR014W","MAPK targets/ Nuclear events mediated by MAP kinases"
"YOR014W","MAP kinase activation"
"YOR014W","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"YOR014W","Intracellular signaling by second messengers"
"YOR014W","Signaling by Receptor Tyrosine Kinases"
"YOR014W","TRIF(TICAM1)-mediated TLR4 signaling "
"YOR014W","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"
"YOR014W","MyD88 dependent cascade initiated on endosome"
"YOR014W","MyD88 cascade initiated on plasma membrane"
"YOR016C","Membrane Trafficking"
"YOR016C","Vesicle-mediated transport"
"YOR016C","COPI-dependent Golgi-to-ER retrograde traffic"
"YOR016C","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YOR016C","Golgi-to-ER retrograde transport"
"YOR022C","Metabolism"
"YOR022C","Synthesis of PA"
"YOR022C","Glycerophospholipid biosynthesis"
"YOR022C","Synthesis of PI"
"YOR022C","Phospholipid metabolism"
"YOR022C","ER to Golgi Anterograde Transport"
"YOR022C","Membrane Trafficking"
"YOR022C","COPII-mediated vesicle transport"
"YOR022C","Metabolism of proteins"
"YOR022C","Asparagine N-linked glycosylation"
"YOR022C","Metabolism of lipids"
"YOR022C","Vesicle-mediated transport"
"YOR022C","Post-translational protein modification"
"YOR022C","Transport to the Golgi and subsequent modification"
"YOR026W","Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components"
"YOR026W","Inactivation of APC/C via direct inhibition of the APC/C complex"
"YOR026W","Cell Cycle"
"YOR026W","APC/C-mediated degradation of cell cycle proteins"
"YOR026W","Regulation of APC/C activators between G1/S and early anaphase"
"YOR026W","APC/C:Cdc20 mediated degradation of mitotic proteins"
"YOR026W","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"
"YOR026W","APC-Cdc20 mediated degradation of Nek2A"
"YOR026W","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"
"YOR026W","Regulation of mitotic cell cycle"
"YOR026W","Cell Cycle, Mitotic"
"YOR026W","Mitotic Spindle Checkpoint"
"YOR026W","Cell Cycle Checkpoints"
"YOR027W","Cellular responses to stress"
"YOR027W","HSP90 chaperone cycle for steroid hormone receptors (SHR)"
"YOR027W","Cellular responses to external stimuli"
"YOR033C","Mismatch Repair"
"YOR033C","Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"
"YOR033C","DNA Repair"
"YOR039W","Innate Immune System"
"YOR039W","Immune System"
"YOR039W","Neutrophil degranulation"
"YOR040W","The citric acid (TCA) cycle and respiratory electron transport"
"YOR040W","Metabolism"
"YOR040W","Pyruvate metabolism"
"YOR040W","Pyruvate metabolism and Citric Acid (TCA) cycle"
"YOR042W","Innate Immune System"
"YOR042W","Immune System"
"YOR042W","Neutrophil degranulation"
"YOR057W","Innate Immune System"
"YOR057W","Immune System"
"YOR057W","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"
"YOR057W","Inflammasomes"
"YOR057W","The NLRP3 inflammasome"
"YOR063W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YOR063W","SRP-dependent cotranslational protein targeting to membrane"
"YOR063W","Metabolism of proteins"
"YOR063W","Eukaryotic Translation Initiation"
"YOR063W","Formation of a pool of free 40S subunits"
"YOR063W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YOR063W","Cap-dependent Translation Initiation"
"YOR063W","Translation"
"YOR063W","Metabolism of RNA"
"YOR063W","Nonsense-Mediated Decay (NMD)"
"YOR063W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
